,Country Name,Country Code,Year,15_to_19_women_rate,20_to_24_women_rate,25_to_29_women_rate,30_to_34_women_rate,35_to_39_women_rate,40_to_44_women_rate
82,Guinea-Bissau,GNB,2000,11.2675721470473,9.41101507531317,7.61120242701288,5.74822594424781,4.94413527363334,4.50840784341075
83,Guyana,GUY,2000,9.34539286544836,9.14279482810043,8.54275252163608,7.8831921147057,6.95205573942371,5.80360603484634
84,Haiti,HTI,2000,10.9763785362897,9.10329078649614,7.35222125653826,6.30286931651507,5.4584804325483,4.67810538982292
85,Honduras,HND,2000,11.4360157162294,9.86642784429141,7.93591829091548,6.26706746463795,5.12763931098509,4.24068168256782
86,"Hong Kong SAR, China",HKG,2000,6.61121969902798,7.24018662637888,8.52798480273656,9.61275246080399,10.7701963150737,9.63076772104761
87,Hungary,HUN,2000,6.18936423760803,7.55485411509658,7.04621315660924,6.35352823553438,5.75776515534051,6.98856499944269
88,Iceland,ISL,2000,7.49795497385923,7.53814418323434,7.35711491268628,7.18213180638048,7.62385745278657,7.37169683821176
89,India,IND,2000,10.1406474973866,8.99623363907198,8.12164208451927,7.18757507123515,6.40331200345195,5.60526244598281
90,Indonesia,IDN,2000,10.0574621257829,9.59286226870517,8.90848368930455,8.14597620392852,7.10985590486684,5.85096414274636
91,"Iran, Islamic Rep.",IRN,2000,13.2869154222365,10.0998767691139,7.75337833367681,6.95635094201469,6.179364489891,5.4909558954014
92,Iraq,IRQ,2000,10.4320135010351,9.19769728791787,8.16357003470187,6.86997925107388,5.33565618584855,3.55507312192581
93,Ireland,IRL,2000,8.34911173799929,8.13169011169291,7.62431146083022,7.36433362486358,7.38057564788138,6.87045483728842
94,Isle of Man,IMN,2000,5.59338269559364,5.35002330036763,6.54093097913323,7.21664164034588,7.59074198726247,7.01729405063947
95,Israel,ISR,2000,8.47986075577062,8.30891590148148,7.80497749771351,6.52380165755428,6.17066282025971,6.06573004508515
96,Italy,ITA,2000,5.05184696243071,6.06298732863711,7.37326005693473,7.78834625439831,7.66612464414096,6.77289360465736
97,Jamaica,JAM,2000,10.517158754688,8.98228088826071,8.21560021898663,7.82725534234859,6.96143166297898,5.87464987162592
98,Japan,JPN,2000,5.48518752314515,6.4582590906387,7.46750814059047,6.63021168259484,6.15730070769635,5.92138079939183
99,Jordan,JOR,2000,10.5858978920674,9.34040982207313,8.47241218318796,7.45460304271191,6.04178021476273,4.51721577668954
100,Kazakhstan,KAZ,2000,9.00765417771977,8.05855693697088,7.63040581430114,7.16227780080496,7.67051424926851,7.20955225944915
101,Kenya,KEN,2000,11.827679437116,9.69678846439988,7.92912466509346,6.46178650887027,5.01942514177992,3.67338124086308
102,Kiribati,KIR,2000,10.4362561052597,8.07389440808054,7.15242936726806,7.7626784507869,6.79137455560355,5.32168211671152
103,"Korea, Dem. People's Rep.",PRK,2000,7.3731849243542,6.96908641164691,8.80826742309138,9.32105277557021,7.43357345280253,6.68443040272142
104,"Korea, Rep.",KOR,2000,7.9638244332802,8.07852364595319,9.10562024208784,8.874679461939,9.07472588724819,8.49256213359138
105,Kosovo,XKX,2000,10.9515458494823,7.61424778870706,6.4179588637001,6.19911041428023,6.01427752416287,5.20775960235586
106,Kuwait,KWT,2000,9.72059280056752,10.0254210557156,10.1494094809691,10.1082046800176,8.43782064628577,6.41379843434224
107,Kyrgyz Republic,KGZ,2000,10.5143730151064,8.75610073604898,7.89540483483888,6.95132784531297,7.14487627064304,5.97511130812305
108,Lao PDR,LAO,2000,10.6801340652256,8.90936327151091,7.57549487014926,6.40113022338289,5.34255321351358,4.36639910800635
109,Latvia,LVA,2000,6.84085722545841,6.2341607666804,6.46798168184978,6.29759458944092,6.93204815126929,7.06375983416476
110,Lebanon,LBN,2000,9.90838208101105,8.89733016419029,8.23001436833935,7.75239821624614,7.24626527394786,6.46669181641417
111,Lesotho,LSO,2000,11.9620907659404,10.0158542699789,7.49993145158132,6.09180004230417,5.37326572500725,4.47988397690506
112,Liberia,LBR,2000,10.6244956436191,9.54438659212026,7.81404250587204,6.19928593508396,4.79224002755873,4.08640464336032
113,Libya,LBY,2000,11.5126000005324,10.8481036166352,9.16828100131679,8.39970687054412,6.79855171607476,4.40378070656976
114,Liechtenstein,LIE,2000,5.84727316098637,6.02916182127203,7.68106867042371,8.81712735188001,9.01392491874646,8.31320630944926
115,Lithuania,LTU,2000,6.96901965994175,6.37367901009049,6.65759713206889,7.0166853143079,7.43765840980942,7.29821626143509
116,Luxembourg,LUX,2000,5.3671497365691,5.69151177171436,7.05419473500618,8.3822216987329,8.45243973706742,7.7332711186413
117,"Macao SAR, China",MAC,2000,7.71678812596109,7.29602638675314,8.3931715361815,9.32874239486528,11.2052327784092,10.0704241046556
118,Madagascar,MDG,2000,10.2015601756266,9.06996622878981,7.87898854178247,6.29758894454836,5.12973144272062,4.28924361734786
119,Malawi,MWI,2000,11.2432688319621,9.40689569276367,7.27452722884644,6.06294733873082,4.8596938620629,3.45740441060528
120,Malaysia,MYS,2000,9.50886400500062,8.66168996758027,8.23175008270879,7.82711117785365,7.53726138303244,6.57495352353601
121,Maldives,MDV,2000,12.8089023921518,9.32664677782455,7.8609733330893,6.96048465325695,5.88868349287113,4.58114464556985
122,Mali,MLI,2000,11.4291358521333,9.21231228426834,6.99392628936149,5.20624036952298,4.04033755607676,3.42325071027574
123,Malta,MLT,2000,7.11988689821337,7.14054589533107,6.68131879072685,6.00604337891588,6.73035279593391,7.47955257092508
124,Marshall Islands,MHL,2000,11.9744041195737,9.13083811362905,7.21682664091933,6.17557410878249,5.26684462619034,4.53039510800629
125,Mauritania,MRT,2000,10.7690254654213,8.98651660082886,7.55431665413351,6.38826821976234,5.11929052035966,4.00156568459485
126,Mauritius,MUS,2000,8.66335433734653,9.25263892186885,7.95871064007053,8.11975327610842,8.42088657257723,7.3750132490434
127,Mexico,MEX,2000,10.2703575275334,9.64653643013395,8.7938294830636,7.70226337693134,6.71444450167491,5.57566125902786
128,"Micronesia, Fed. Sts.",FSM,2000,12.2457084062889,9.00106500117331,7.4811819707937,6.29162981281251,5.67248506290727,5.16886586400477
129,Moldova,MDA,2000,8.971766244367,7.6491319933493,6.74910270721393,6.04143262144866,7.20552857900142,8.00271014030762
130,Monaco,MCO,2000,3.93726760225501,3.84130982367758,4.94182559673744,7.0588940866019,7.16084922634041,7.18183999040422
131,Mongolia,MNG,2000,11.0801568421624,9.94640443149576,9.16636495366579,8.03220755910538,7.23402480283359,5.58525437443353
132,Montenegro,MNE,2000,7.99852063968522,7.64249201621158,7.17781327833305,6.83344766149044,7.13683929451087,7.04952020539169
133,Morocco,MAR,2000,11.1086713801615,9.91933348153852,8.6616395288532,7.48869363335649,6.6289470796438,5.56907098007051
134,Mozambique,MOZ,2000,10.2146997098958,8.921779411074,7.64586855018574,6.01098173208313,5.16495423693028,4.66307156649681
135,Myanmar,MMR,2000,10.3731397081846,9.49831406122151,8.6442106271861,7.79801004832995,6.8181240773735,5.90220314430871
136,Namibia,NAM,2000,10.3859928796499,9.39317183785379,8.21717387528411,7.0765538869418,5.62243389806668,4.28212016363379
137,Nauru,NRU,2000,10.9695401154688,8.95878956798726,7.45570376269162,7.29643639259407,7.5253832371093,6.42046585705754
138,Nepal,NPL,2000,10.4538828572085,8.78122607914199,7.4272132704816,6.38102370860616,5.40854415276229,4.60577151526172
139,Netherlands,NLD,2000,5.63152351303964,5.88768317176724,7.04522761605611,8.00285015969918,8.05633110392348,7.51271603728233
140,New Caledonia,NCL,2000,8.55321604220283,8.48956377590739,8.9204758808283,8.5321512634288,7.66712154377353,6.19625046937822
141,New Zealand,NZL,2000,6.8520043288367,6.50479555214068,7.04462635250671,7.72992359317903,8.15106294951933,7.54986110629903
142,Nicaragua,NIC,2000,11.777623363475,10.2108448941729,8.34742909820634,6.54342170019397,5.31555821733954,4.35298030523931
143,Niger,NER,2000,10.2421421694982,8.43543899693109,6.88070957249751,5.85424873191878,4.96319203613528,4.08022214531234
144,Nigeria,NGA,2000,10.7150699793305,9.20726963874838,7.40999951328575,6.00121868405362,5.07034739385464,4.25855007528687
145,North Macedonia,MKD,2000,8.42471698197092,7.5228926351835,6.87967096452623,6.96597065415362,7.55510064756876,7.58938340921811
146,Northern Mariana Islands,MNP,2000,4.94937865713981,12.0648522901262,15.8783663489727,12.7473205701874,7.87865120529833,5.69475270910235
147,Norway,NOR,2000,5.71686701412332,6.00934290636779,7.1743277631307,7.58388224029475,7.11397979622415,6.90858496148957
148,Oman,OMN,2000,12.6944241626449,10.4449185471268,7.98611475517161,6.18878915407654,5.00036732129819,3.98985893362879
149,Pakistan,PAK,2000,10.7840049547684,8.59676718863346,7.13579166151946,6.16863599739662,5.51602914356969,4.66563571416956
150,Palau,PLW,2000,7.16597834579752,6.85902444469249,8.86259627190535,10.5201473378725,8.8291103917848,7.67384752762585
151,Panama,PAN,2000,9.69855340852676,9.02478517716586,8.72417213410823,8.1028270681625,7.07542006320908,5.81485383276608
152,Papua New Guinea,PNG,2000,10.5352313178079,9.57907565602338,8.65598195349056,7.58916373384287,6.33489940613881,4.72820219326197
153,Paraguay,PRY,2000,10.7653045222836,8.75945754610446,7.53800721906869,7.00911250113174,6.23158025962058,4.97900339452848
154,Peru,PER,2000,10.4368597222142,9.54709726395154,8.56678231878793,7.33917374363242,6.3020273198907,5.4202265065533
155,Philippines,PHL,2000,10.3346175152476,9.28764479460311,8.00036153028389,7.13760537037652,6.25917909495086,5.38100175731931
156,Poland,POL,2000,8.21919827352026,7.82184807241842,6.86573566638413,6.00546140100713,6.50506806130865,7.95299327484898
157,Portugal,PRT,2000,6.41217071295157,7.36272405076393,7.47034642234135,7.11929629088624,7.26681178826398,6.83734424101711
158,Puerto Rico,PRI,2000,7.46780683344209,7.7417290457822,6.97685316993406,6.84253755974412,7.11315920090904,6.95153199412448
159,Qatar,QAT,2000,8.8420814436975,8.74661751256352,9.43207210944645,9.65387842845155,9.68522831200912,7.553436230094
160,Romania,ROU,2000,7.16334196059656,7.96422587275553,7.53728539883665,7.84923748020796,5.58349585860839,7.01588906785607
161,Russian Federation,RUS,2000,7.7328499484905,6.97038330840644,6.58665491433881,6.09386326018159,7.56015223867777,8.20682776703645
162,Rwanda,RWA,2000,13.0177905921146,9.49407780762612,7.11932788454542,5.58960849854935,4.92346588182816,4.17513730156126
163,Samoa,WSM,2000,9.76134651760735,8.82236342836431,7.68799483502667,6.35087838526623,5.70412404997338,4.64621065389015
164,San Marino,SMR,2000,4.60516712888629,5.80572179243906,7.27631002773318,9.13005400671435,9.59349000145964,7.62297474821194
165,Sao Tome and Principe,STP,2000,12.5086692373845,9.83368935001526,7.08935556356978,5.82572752240131,5.10652758898105,3.98160734596499
166,Saudi Arabia,SAU,2000,10.3515146354195,10.2927452253714,9.58517214578064,7.91469947049569,5.74291814795482,4.00830236414564
167,Senegal,SEN,2000,11.370119778531,9.51165884699247,7.53257039613187,5.95204893426542,4.81726161093253,3.93881793368435
168,Serbia,SRB,2000,6.2580522242168,6.77155510986109,6.63186546524071,6.48653560910386,6.58343030111664,6.97547981998102
169,Seychelles,SYC,2000,8.95205556881414,9.6893723386884,8.94075088239358,8.29135945134588,8.10922839234798,6.37081883611973
170,Sierra Leone,SLE,2000,10.1693277751446,8.64724506603887,7.32475632379713,6.19787573445121,5.19964595574187,4.26317463150717
171,Singapore,SGP,2000,6.4540228870353,6.74594987249949,8.68201549175345,9.58460812825214,10.363887214385,9.93237806738988
172,Sint Maarten (Dutch part),SXM,2000,5.84860915267273,6.01845917190104,8.87386232534291,11.4055890270478,11.3671324189207,10.0596077425971
173,Slovak Republic,SVK,2000,7.95524611111965,8.39198720180578,7.5183603263214,6.52149024083431,6.96892060905369,7.39891533676198
174,Slovenia,SVN,2000,6.73537424579668,7.27617286713067,6.96148803284931,7.26621169118195,7.51656597537087,7.53521251162955
175,Solomon Islands,SLB,2000,11.0278619893172,9.56185939078967,8.2486405851499,6.67701265579135,5.13955055098407,3.91583658149271
176,Somalia,SOM,2000,10.4337500349556,8.44174925745082,6.88539872564395,5.84740001201098,4.96034083683539,4.20979197620542
177,South Africa,ZAF,2000,10.6080202014579,7.98740812443095,7.80175951106805,8.8510058916378,6.94903524794364,5.26327817402067
178,South Sudan,SSD,2000,9.67231960697219,8.72927710026379,7.73293902659998,6.21374539678597,5.02653741274161,4.09427788873963
179,Spain,ESP,2000,6.18654488981774,7.85777963162888,8.15855815287151,7.96850072839028,7.70554654288843,7.03707044698339
180,Sri Lanka,LKA,2000,9.5689323007536,9.21911400467771,8.15394337997665,7.94288909849096,7.2951292828762,6.47775192010086
181,St. Kitts and Nevis,KNA,2000,9.46627924759138,8.38922508902628,8.24503528280864,7.67919952810609,7.89329954339895,7.14613418390754
182,St. Lucia,LCA,2000,10.438334428343,8.85222328279761,8.24294338593512,7.44895808798919,7.08078691938663,5.60996169532286
183,St. Martin (French part),MAF,2000,7.39067343842755,6.26277950003298,8.83846711958314,10.962337576677,10.3027504782006,8.7560187322736
184,St. Vincent and the Grenadines,VCT,2000,10.7291638670143,9.45073059728904,8.0361222350633,7.04347748183586,6.90282294550309,5.66828822533394
185,Sudan,SDN,2000,11.5002436675517,8.95142674086079,7.04485059444475,6.03292619015987,5.43514861577852,4.88592088273775
186,Suriname,SUR,2000,9.76914000663439,8.38494581214597,8.44520119419029,8.17940567618296,7.71016951287617,6.00076421460154
187,Sweden,SWE,2000,5.49263956487781,5.66683158702812,6.50649844938443,6.92787034450221,6.75761366851632,6.39912927400333
188,Switzerland,CHE,2000,5.49551345256252,5.59728549788518,6.56818400276874,7.9860353777329,8.29381582677159,7.42048233550438
189,Syrian Arab Republic,SYR,2000,11.621048533913,10.0667718975851,8.35748530213877,6.79437666693893,5.28326696817526,4.23476036422344
190,Tajikistan,TJK,2000,11.0580799006702,8.88116984940044,7.76120454593494,6.85746629183136,6.23734402412474,4.8577027167731
191,Tanzania,TZA,2000,11.0528789848071,9.46045705951853,7.61496295535272,5.86452768038836,4.7386441805452,4.20915984398689
192,Thailand,THA,2000,8.40926448118839,7.44576711417578,8.15104401125061,9.09625992346762,9.31601713768397,8.50989374736583
193,Timor-Leste,TLS,2000,10.0954364331043,7.51930865979043,7.31960429253117,6.52266088207252,6.11575591324046,4.86423616886205
194,Togo,TGO,2000,10.8026706875015,9.35880737519156,7.79993800019181,6.38434866973005,5.21425151945294,4.27084365502797
195,Tonga,TON,2000,10.9562029330163,9.04082441537852,7.82302814110186,6.78656361474435,5.15953230281411,4.3658343242172
196,Trinidad and Tobago,TTO,2000,10.7155548881035,9.17297235410183,7.9711125418376,7.39464211103859,8.31897237491841,7.51716252243358
197,Tunisia,TUN,2000,10.8661865865779,9.98892629677626,8.66869760579948,7.99692673060189,7.24416831420733,6.01099869598909
198,Turkiye,TUR,2000,9.87612320369781,9.42989655621471,8.54946175655173,7.96929949117519,6.7067502835957,5.57690660248435
199,Turkmenistan,TKM,2000,10.487972926419,8.84468175650592,7.91160211942436,7.14508071153951,7.15887792441628,6.01446379072387
200,Turks and Caicos Islands,TCA,2000,7.285565712409,8.32010509606437,11.1664568394548,11.5167770540259,9.66117466746948,7.15419563194482
201,Tuvalu,TUV,2000,7.88662969808996,6.8597247894845,5.49394126103923,6.6543438077634,8.03039638529472,7.52721298007805
202,Uganda,UGA,2000,10.531568045436,8.59317653817583,7.22731953614513,5.89254261775478,4.5458870519524,3.5793930284198
203,Ukraine,UKR,2000,7.09514274519197,6.58992340661747,6.48080558608252,6.15661860462936,7.14860901023261,7.51664278724024
204,United Arab Emirates,ARE,2000,12.3753367275503,11.9141928343703,10.8636944221873,9.61483330932295,7.60629653416951,5.70159061157095
205,United Kingdom,GBR,2000,5.95025998736392,5.82957766572589,6.73914985018478,7.65600774535505,7.68800389587515,6.81862325087849
206,United States,USA,2000,6.83402828207869,6.58995798571816,6.76244088486852,7.24516792305271,7.95565763512119,7.91311852829268
207,Uruguay,URY,2000,7.29571909928986,7.67841897903885,7.09265926778268,6.52678427816693,6.59144644705686,6.1525096286241
208,Uzbekistan,UZB,2000,10.5245721145941,9.05394510370317,7.93298521133676,7.03362390054038,6.69929964237048,5.48299167877581
209,Vanuatu,VUT,2000,10.5786167526156,8.49568133104136,7.93382992720867,7.22077205492243,5.98140956261539,4.66034252244222
210,"Venezuela, RB",VEN,2000,10.0169435221945,9.22961997174083,8.25705588925057,7.54661704816878,6.78601317043524,5.95002223083335
211,Viet Nam,VNM,2000,10.512279141163,9.45131680338851,8.44252666405545,7.18572960629879,6.91757352758214,6.38780551009396
212,Virgin Islands (U.S.),VIR,2000,7.69523405083561,5.48256672948129,6.13371552936805,6.75655351186843,7.55987295520698,7.32542399872601
213,West Bank and Gaza,PSE,2000,10.8922701022481,8.91323687603604,7.28075181896082,5.93491811267596,4.81243826248537,3.85206801224372
214,"Yemen, Rep.",YEM,2000,11.5783782712904,8.76225883893012,6.67117815359188,5.23281962754467,4.07629010275505,3.2364108822824
215,Zambia,ZMB,2000,11.3628244796976,9.53120722320022,7.68256699407452,5.96270077552997,4.66561070938022,3.55810351995295
216,Zimbabwe,ZWE,2000,14.1454523857847,11.3866958867845,8.78863286770745,5.87381023007785,3.81978573880775,3.28582274369631
217,Africa Eastern and Southern,AFE,2000,10.7717091633048,8.81915693001485,7.41125380917188,6.39467235934583,5.20277783400364,4.21201459417151
