,Country Code,Year,Median_age
0,AFG,2000,14.1
1,ALB,2000,26.3
2,DZA,2000,20.7
3,ASM,2000,19.6
4,AND,2000,36.6
5,AGO,2000,15.6
6,ATG,2000,27.3
7,ARG,2000,26.8
8,ARM,2000,28.7
9,ABW,2000,33.0
10,AUS,2000,34.4
11,AUT,2000,37.1
12,AZE,2000,24.5
13,BHS,2000,25.7
14,BHR,2000,25.0
15,BGD,2000,19.7
16,BRB,2000,32.4
17,BLR,2000,35.5
18,BEL,2000,37.9
19,BLZ,2000,18.6
20,BEN,2000,16.2
21,BMU,2000,35.8
22,BTN,2000,19.3
23,BOL,2000,19.6
24,BIH,2000,32.9
25,BWA,2000,18.4
26,BRA,2000,24.3
27,VGB,2000,29.8
28,BRN,2000,22.3
29,BGR,2000,38.6
30,BFA,2000,15.4
31,BDI,2000,14.7
32,KHM,2000,18.1
33,CMR,2000,16.0
34,CAN,2000,35.8
35,CPV,2000,17.1
36,CYM,2000,32.1
37,CAF,2000,15.8
38,TCD,2000,14.6
39,CHI,2000,
40,CHL,2000,27.9
41,CHN,2000,28.9
42,COL,2000,23.0
43,COM,2000,15.7
44,COG,2000,17.3
45,CRI,2000,24.5
46,CIV,2000,16.3
47,HRV,2000,37.9
48,CUB,2000,32.1
49,CUW,2000,33.2
50,CYP,2000,30.6
51,CZE,2000,36.4
52,COD,2000,15.8
53,DNK,2000,37.3
54,DJI,2000,19.0
55,DMA,2000,26.6
56,DOM,2000,21.3
57,TLS,2000,17.3
58,ECU,2000,21.1
59,EGY,2000,20.0
60,SLV,2000,20.2
61,GNQ,2000,17.9
62,ERI,2000,16.2
63,EST,2000,37.0
64,SWZ,2000,16.2
65,ETH,2000,15.1
66,FRO,2000,33.8
67,FJI,2000,21.1
68,FIN,2000,38.4
69,FRA,2000,36.8
70,PYF,2000,24.3
71,GAB,2000,18.2
72,GMB,2000,15.9
73,GEO,2000,32.4
74,DEU,2000,39.0
75,GHA,2000,17.1
76,GIB,2000,36.8
77,GRC,2000,37.3
78,GRL,2000,31.2
79,GRD,2000,23.1
80,GUM,2000,26.4
81,GTM,2000,16.7
82,GIN,2000,16.3
83,GNB,2000,16.2
84,GUY,2000,21.2
85,HTI,2000,18.3
86,HIC,2000,35.2
87,HND,2000,17.1
88,HKG,2000,35.1
89,HUN,2000,37.5
90,ISL,2000,31.9
91,IND,2000,21.6
92,IDN,2000,23.7
93,IRN,2000,20.7
94,IRQ,2000,17.0
95,IRL,2000,31.5
96,IMN,2000,38.4
97,ISR,2000,26.7
98,ITA,2000,39.2
99,JAM,2000,22.1
100,JPN,2000,40.7
101,JOR,2000,18.6
102,KAZ,2000,26.7
103,KEN,2000,15.6
104,KIR,2000,18.4
105,XKX,2000,20.8
106,KWT,2000,25.1
107,KGZ,2000,20.9
108,LAO,2000,17.3
109,LCN,2000,23.2
110,LVA,2000,37.0
111,LDC,2000,17.0
112,LBN,2000,23.2
113,LSO,2000,18.5
114,LBR,2000,17.5
115,LBY,2000,21.5
116,LIE,2000,35.3
117,LTU,2000,35.1
118,LIC,2000,16.0
119,LMC,2000,20.8
120,LUX,2000,36.2
121,MAC,2000,31.9
122,MDG,2000,16.3
123,MWI,2000,16.0
124,MYS,2000,22.9
125,MDV,2000,17.8
126,MLI,2000,15.4
127,MLT,2000,35.8
128,MHL,2000,16.0
129,MRT,2000,16.6
130,MUS,2000,27.9
131,MEX,2000,21.8
132,FSM,2000,17.9
133,MDA,2000,31.6
134,MCO,2000,44.6
135,MNG,2000,20.7
136,MNE,2000,32.2
137,MAR,2000,21.3
138,MOZ,2000,16.6
139,MMR,2000,22.9
140,NAM,2000,17.9
141,NRU,2000,19.0
142,NPL,2000,18.4
143,NLD,2000,36.4
144,NCL,2000,25.7
145,NZL,2000,33.3
146,NIC,2000,18.0
147,NER,2000,15.3
148,NGA,2000,17.0
149,PRK,2000,29.1
150,MKD,2000,32.0
151,MNP,2000,24.8
152,NOR,2000,35.8
153,OMN,2000,19.6
154,PAK,2000,17.2
155,PLW,2000,29.1
156,PSE,2000,15.0
157,PAN,2000,23.3
158,PNG,2000,18.5
159,PRY,2000,19.1
160,PER,2000,21.5
161,PHL,2000,20.0
162,POL,2000,34.3
163,PRT,2000,36.7
164,PRI,2000,31.2
165,QAT,2000,28.8
166,ROU,2000,33.6
167,RUS,2000,35.6
168,RWA,2000,15.4
169,KNA,2000,25.6
170,LCA,2000,23.3
171,MAF,2000,28.6
172,VCT,2000,23.0
173,WSM,2000,18.5
174,SMR,2000,38.1
175,STP,2000,16.7
176,SAU,2000,21.2
177,SEN,2000,16.4
178,SRB,2000,38.6
179,SYC,2000,25.2
180,SLE,2000,16.9
181,SGP,2000,33.7
182,SXM,2000,30.5
183,SVK,2000,32.9
184,SVN,2000,36.8
185,SLB,2000,17.3
186,SOM,2000,15.3
187,ZAF,2000,20.9
188,KOR,2000,30.7
189,SSD,2000,15.4
190,ESP,2000,36.4
191,LKA,2000,26.4
192,SDN,2000,16.0
193,SUR,2000,23.2
194,SWE,2000,38.3
195,CHE,2000,37.6
196,SYR,2000,17.8
197,TJK,2000,17.2
198,TZA,2000,16.3
199,THA,2000,30.1
200,TGO,2000,17.2
201,TON,2000,19.3
202,TTO,2000,26.3
203,TUN,2000,23.3
204,TUR,2000,23.6
205,TKM,2000,20.2
206,TCA,2000,27.5
207,TUV,2000,22.8
208,UGA,2000,13.8
209,UKR,2000,36.8
210,ARE,2000,26.1
211,GBR,2000,36.6
212,USA,2000,34.2
213,VIR,2000,32.6
214,UMC,2000,27.7
215,URY,2000,30.9
216,UZB,2000,20.2
217,VUT,2000,17.0
218,VEN,2000,22.1
219,VNM,2000,22.9
220,WLD,2000,25.2
221,YEM,2000,14.2
222,ZMB,2000,14.6
223,ZWE,2000,16.8
224,AFG,2001,14.1
225,ALB,2001,26.8
226,DZA,2001,21.2
227,ASM,2001,19.9
228,AND,2001,36.9
229,AGO,2001,15.6
230,ATG,2001,27.6
231,ARG,2001,26.9
232,ARM,2001,29.1
233,ABW,2001,33.4
234,AUS,2001,34.7
235,AUT,2001,37.5
236,AZE,2001,24.8
237,BHS,2001,26.0
238,BHR,2001,25.5
239,BGD,2001,20.0
240,BRB,2001,32.8
241,BLR,2001,35.9
242,BEL,2001,38.1
243,BLZ,2001,18.8
244,BEN,2001,16.2
245,BMU,2001,36.2
246,BTN,2001,19.6
247,BOL,2001,19.8
248,BIH,2001,33.2
249,BWA,2001,18.7
250,BRA,2001,24.7
251,VGB,2001,30.0
252,BRN,2001,22.5
253,BGR,2001,38.9
254,BFA,2001,15.5
255,BDI,2001,14.9
256,KHM,2001,18.5
257,CMR,2001,16.1
258,CAN,2001,36.2
259,CPV,2001,17.5
260,CYM,2001,32.2
261,CAF,2001,15.8
262,TCD,2001,14.5
263,CHI,2001,
264,CHL,2001,28.3
265,CHN,2001,29.5
266,COL,2001,23.3
267,COM,2001,15.6
268,COG,2001,17.5
269,CRI,2001,24.8
270,CIV,2001,16.2
271,HRV,2001,38.1
272,CUB,2001,32.7
273,CUW,2001,33.7
274,CYP,2001,30.8
275,CZE,2001,36.7
276,COD,2001,15.8
277,DNK,2001,37.5
278,DJI,2001,19.2
279,DMA,2001,27.1
280,DOM,2001,21.6
281,TLS,2001,17.3
282,ECU,2001,21.4
283,EGY,2001,20.2
284,SLV,2001,20.5
285,GNQ,2001,17.7
286,ERI,2001,16.4
287,EST,2001,37.3
288,SWZ,2001,16.4
289,ETH,2001,15.1
290,FRO,2001,34.1
291,FJI,2001,21.4
292,FIN,2001,38.7
293,FRA,2001,37.0
294,PYF,2001,24.6
295,GAB,2001,18.3
296,GMB,2001,15.9
297,GEO,2001,32.6
298,DEU,2001,39.4
299,GHA,2001,17.4
300,GIB,2001,37.2
301,GRC,2001,37.6
302,GRL,2001,31.6
303,GRD,2001,23.3
304,GUM,2001,26.6
305,GTM,2001,16.9
306,GIN,2001,16.1
307,GNB,2001,16.3
308,GUY,2001,21.3
309,HTI,2001,18.4
310,HIC,2001,35.5
311,HND,2001,17.3
312,HKG,2001,35.6
313,HUN,2001,37.6
314,ISL,2001,32.1
315,IND,2001,21.7
316,IDN,2001,24.0
317,IRN,2001,21.3
318,IRQ,2001,17.1
319,IRL,2001,31.7
320,IMN,2001,38.6
321,ISR,2001,26.9
322,ITA,2001,39.6
323,JAM,2001,22.3
324,JPN,2001,41.1
325,JOR,2001,18.7
326,KAZ,2001,26.9
327,KEN,2001,15.8
328,KIR,2001,18.5
329,XKX,2001,21.1
330,KWT,2001,25.4
331,KGZ,2001,21.1
332,LAO,2001,17.5
333,LCN,2001,23.5
334,LVA,2001,37.4
335,LDC,2001,17.1
336,LBN,2001,23.6
337,LSO,2001,18.6
338,LBR,2001,17.6
339,LBY,2001,21.6
340,LIE,2001,35.7
341,LTU,2001,35.5
342,LIC,2001,16.1
343,LMC,2001,21.0
344,LUX,2001,36.2
345,MAC,2001,32.4
346,MDG,2001,16.3
347,MWI,2001,16.0
348,MYS,2001,22.9
349,MDV,2001,18.3
350,MLI,2001,15.5
351,MLT,2001,36.1
352,MHL,2001,16.4
353,MRT,2001,16.7
354,MUS,2001,28.2
355,MEX,2001,22.1
356,FSM,2001,18.2
357,MDA,2001,31.6
358,MCO,2001,44.8
359,MNG,2001,21.1
360,MNE,2001,32.5
361,MAR,2001,21.7
362,MOZ,2001,16.5
363,MMR,2001,23.2
364,NAM,2001,17.9
365,NRU,2001,19.2
366,NPL,2001,18.5
367,NLD,2001,36.8
368,NCL,2001,26.0
369,NZL,2001,33.6
370,NIC,2001,18.3
371,NER,2001,15.2
372,NGA,2001,17.0
373,PRK,2001,29.5
374,MKD,2001,31.9
375,MNP,2001,25.4
376,NOR,2001,36.0
377,OMN,2001,19.9
378,PAK,2001,17.4
379,PLW,2001,29.6
380,PSE,2001,15.1
381,PAN,2001,23.6
382,PNG,2001,18.6
383,PRY,2001,19.3
384,PER,2001,21.8
385,PHL,2001,20.2
386,POL,2001,34.6
387,PRT,2001,37.1
388,PRI,2001,31.6
389,QAT,2001,29.0
390,ROU,2001,33.8
391,RUS,2001,35.8
392,RWA,2001,15.7
393,KNA,2001,26.0
394,LCA,2001,23.8
395,MAF,2001,28.7
396,VCT,2001,23.4
397,WSM,2001,18.4
398,SMR,2001,38.0
399,STP,2001,16.9
400,SAU,2001,21.7
401,SEN,2001,16.5
402,SRB,2001,38.8
403,SYC,2001,25.7
404,SLE,2001,16.8
405,SGP,2001,34.0
406,SXM,2001,30.8
407,SVK,2001,33.2
408,SVN,2001,37.2
409,SLB,2001,17.4
410,SOM,2001,15.2
411,ZAF,2001,21.2
412,KOR,2001,31.2
413,SSD,2001,15.4
414,ESP,2001,36.8
415,LKA,2001,26.7
416,SDN,2001,16.2
417,SUR,2001,23.6
418,SWE,2001,38.5
419,CHE,2001,37.9
420,SYR,2001,18.0
421,TJK,2001,17.4
422,TZA,2001,16.4
423,THA,2001,30.5
424,TGO,2001,17.3
425,TON,2001,19.5
426,TTO,2001,26.7
427,TUN,2001,23.8
428,TUR,2001,23.9
429,TKM,2001,20.4
430,TCA,2001,28.1
431,TUV,2001,22.8
432,UGA,2001,13.8
433,UKR,2001,37.1
434,ARE,2001,26.3
435,GBR,2001,36.8
436,USA,2001,34.4
437,VIR,2001,33.3
438,UMC,2001,28.2
439,URY,2001,31.1
440,UZB,2001,20.5
441,VUT,2001,17.2
442,VEN,2001,22.4
443,VNM,2001,23.4
444,WLD,2001,25.5
445,YEM,2001,14.4
446,ZMB,2001,14.7
447,ZWE,2001,16.9
448,AFG,2002,14.0
449,ALB,2002,27.3
450,DZA,2002,21.7
451,ASM,2002,20.1
452,AND,2002,36.8
453,AGO,2002,15.7
454,ATG,2002,27.9
455,ARG,2002,27.1
456,ARM,2002,29.4
457,ABW,2002,33.9
458,AUS,2002,34.9
459,AUT,2002,37.9
460,AZE,2002,25.2
461,BHS,2002,26.3
462,BHR,2002,26.1
463,BGD,2002,20.2
464,BRB,2002,33.1
465,BLR,2002,36.2
466,BEL,2002,38.4
467,BLZ,2002,19.0
468,BEN,2002,16.3
469,BMU,2002,36.7
470,BTN,2002,19.9
471,BOL,2002,19.9
472,BIH,2002,33.6
473,BWA,2002,18.9
474,BRA,2002,25.0
475,VGB,2002,30.2
476,BRN,2002,22.8
477,BGR,2002,39.2
478,BFA,2002,15.6
479,BDI,2002,15.1
480,KHM,2002,18.8
481,CMR,2002,16.2
482,CAN,2002,36.6
483,CPV,2002,18.0
484,CYM,2002,32.3
485,CAF,2002,15.9
486,TCD,2002,14.4
487,CHI,2002,
488,CHL,2002,28.7
489,CHN,2002,30.1
490,COL,2002,23.6
491,COM,2002,15.5
492,COG,2002,17.5
493,CRI,2002,25.1
494,CIV,2002,16.1
495,HRV,2002,38.4
496,CUB,2002,33.2
497,CUW,2002,34.1
498,CYP,2002,31.0
499,CZE,2002,37.0
500,COD,2002,15.8
501,DNK,2002,37.7
502,DJI,2002,19.5
503,DMA,2002,27.5
504,DOM,2002,21.8
505,TLS,2002,17.2
506,ECU,2002,21.6
507,EGY,2002,20.5
508,SLV,2002,20.8
509,GNQ,2002,17.7
510,ERI,2002,16.6
511,EST,2002,37.6
512,SWZ,2002,16.7
513,ETH,2002,15.1
514,FRO,2002,34.3
515,FJI,2002,21.7
516,FIN,2002,39.0
517,FRA,2002,37.3
518,PYF,2002,25.0
519,GAB,2002,18.5
520,GMB,2002,15.9
521,GEO,2002,32.8
522,DEU,2002,39.9
523,GHA,2002,17.6
524,GIB,2002,37.5
525,GRC,2002,37.9
526,GRL,2002,31.9
527,GRD,2002,23.7
528,GUM,2002,26.8
529,GTM,2002,17.0
530,GIN,2002,15.9
531,GNB,2002,16.4
532,GUY,2002,21.4
533,HTI,2002,18.6
534,HIC,2002,35.8
535,HND,2002,17.5
536,HKG,2002,36.2
537,HUN,2002,37.7
538,ISL,2002,32.4
539,IND,2002,21.9
540,IDN,2002,24.3
541,IRN,2002,21.8
542,IRQ,2002,17.2
543,IRL,2002,31.9
544,IMN,2002,38.9
545,ISR,2002,27.1
546,ITA,2002,39.9
547,JAM,2002,22.6
548,JPN,2002,41.4
549,JOR,2002,18.9
550,KAZ,2002,27.2
551,KEN,2002,16.0
552,KIR,2002,18.5
553,XKX,2002,21.5
554,KWT,2002,25.9
555,KGZ,2002,21.2
556,LAO,2002,17.7
557,LCN,2002,23.8
558,LVA,2002,37.8
559,LDC,2002,17.2
560,LBN,2002,23.9
561,LSO,2002,18.7
562,LBR,2002,17.6
563,LBY,2002,21.8
564,LIE,2002,36.2
565,LTU,2002,36.0
566,LIC,2002,16.1
567,LMC,2002,21.2
568,LUX,2002,36.5
569,MAC,2002,32.7
570,MDG,2002,16.3
571,MWI,2002,16.0
572,MYS,2002,23.0
573,MDV,2002,18.8
574,MLI,2002,15.5
575,MLT,2002,36.5
576,MHL,2002,16.8
577,MRT,2002,16.7
578,MUS,2002,28.5
579,MEX,2002,22.4
580,FSM,2002,18.6
581,MDA,2002,31.6
582,MCO,2002,45.0
583,MNG,2002,21.5
584,MNE,2002,32.8
585,MAR,2002,22.0
586,MOZ,2002,16.4
587,MMR,2002,23.4
588,NAM,2002,18.0
589,NRU,2002,19.3
590,NPL,2002,18.6
591,NLD,2002,37.1
592,NCL,2002,26.4
593,NZL,2002,33.8
594,NIC,2002,18.6
595,NER,2002,15.1
596,NGA,2002,17.0
597,PRK,2002,30.0
598,MKD,2002,32.0
599,MNP,2002,26.2
600,NOR,2002,36.2
601,OMN,2002,20.3
602,PAK,2002,17.5
603,PLW,2002,30.1
604,PSE,2002,15.3
605,PAN,2002,23.8
606,PNG,2002,18.7
607,PRY,2002,19.5
608,PER,2002,22.1
609,PHL,2002,20.3
610,POL,2002,34.8
611,PRT,2002,37.4
612,PRI,2002,32.0
613,QAT,2002,29.3
614,ROU,2002,34.2
615,RUS,2002,36.0
616,RWA,2002,16.1
617,KNA,2002,26.3
618,LCA,2002,24.3
619,MAF,2002,28.8
620,VCT,2002,23.8
621,WSM,2002,18.5
622,SMR,2002,38.2
623,STP,2002,17.0
624,SAU,2002,22.1
625,SEN,2002,16.6
626,SRB,2002,39.0
627,SYC,2002,26.1
628,SLE,2002,16.8
629,SGP,2002,34.3
630,SXM,2002,31.2
631,SVK,2002,33.6
632,SVN,2002,37.6
633,SLB,2002,17.5
634,SOM,2002,15.2
635,ZAF,2002,21.5
636,KOR,2002,31.8
637,SSD,2002,15.5
638,ESP,2002,37.1
639,LKA,2002,27.0
640,SDN,2002,16.3
641,SUR,2002,23.9
642,SWE,2002,38.6
643,CHE,2002,38.2
644,SYR,2002,18.3
645,TJK,2002,17.6
646,TZA,2002,16.4
647,THA,2002,31.0
648,TGO,2002,17.3
649,TON,2002,19.6
650,TTO,2002,27.1
651,TUN,2002,24.3
652,TUR,2002,24.3
653,TKM,2002,20.7
654,TCA,2002,28.5
655,TUV,2002,22.7
656,UGA,2002,13.8
657,UKR,2002,37.4
658,ARE,2002,26.6
659,GBR,2002,37.0
660,USA,2002,34.5
661,VIR,2002,34.0
662,UMC,2002,28.6
663,URY,2002,31.2
664,UZB,2002,20.8
665,VUT,2002,17.4
666,VEN,2002,22.6
667,VNM,2002,23.9
668,WLD,2002,25.7
669,YEM,2002,14.6
670,ZMB,2002,14.8
671,ZWE,2002,17.1
672,AFG,2003,14.0
673,ALB,2003,27.9
674,DZA,2003,22.2
675,ASM,2003,20.4
676,AND,2003,36.8
677,AGO,2003,15.8
678,ATG,2003,28.2
679,ARG,2003,27.3
680,ARM,2003,29.6
681,ABW,2003,34.4
682,AUS,2003,35.1
683,AUT,2003,38.2
684,AZE,2003,25.5
685,BHS,2003,26.6
686,BHR,2003,26.5
687,BGD,2003,20.5
688,BRB,2003,33.4
689,BLR,2003,36.5
690,BEL,2003,38.6
691,BLZ,2003,19.2
692,BEN,2003,16.4
693,BMU,2003,37.2
694,BTN,2003,20.3
695,BOL,2003,20.0
696,BIH,2003,34.0
697,BWA,2003,19.2
698,BRA,2003,25.4
699,VGB,2003,30.5
700,BRN,2003,23.1
701,BGR,2003,39.5
702,BFA,2003,15.8
703,BDI,2003,15.3
704,KHM,2003,19.2
705,CMR,2003,16.3
706,CAN,2003,36.9
707,CPV,2003,18.4
708,CYM,2003,32.5
709,CAF,2003,15.9
710,TCD,2003,14.5
711,CHI,2003,
712,CHL,2003,29.1
713,CHN,2003,30.6
714,COL,2003,23.9
715,COM,2003,15.6
716,COG,2003,17.6
717,CRI,2003,25.4
718,CIV,2003,16.1
719,HRV,2003,38.7
720,CUB,2003,33.7
721,CUW,2003,34.4
722,CYP,2003,31.2
723,CZE,2003,37.3
724,COD,2003,15.7
725,DNK,2003,38.0
726,DJI,2003,19.6
727,DMA,2003,27.9
728,DOM,2003,22.1
729,TLS,2003,17.2
730,ECU,2003,21.8
731,EGY,2003,20.7
732,SLV,2003,21.1
733,GNQ,2003,17.8
734,ERI,2003,16.9
735,EST,2003,37.8
736,SWZ,2003,16.9
737,ETH,2003,15.2
738,FRO,2003,34.6
739,FJI,2003,22.0
740,FIN,2003,39.3
741,FRA,2003,37.5
742,PYF,2003,25.3
743,GAB,2003,18.6
744,GMB,2003,15.9
745,GEO,2003,33.0
746,DEU,2003,40.3
747,GHA,2003,17.9
748,GIB,2003,37.6
749,GRC,2003,38.2
750,GRL,2003,32.2
751,GRD,2003,24.0
752,GUM,2003,27.0
753,GTM,2003,17.1
754,GIN,2003,15.9
755,GNB,2003,16.5
756,GUY,2003,21.6
757,HTI,2003,18.8
758,HIC,2003,36.1
759,HND,2003,17.7
760,HKG,2003,36.7
761,HUN,2003,37.8
762,ISL,2003,32.7
763,IND,2003,22.1
764,IDN,2003,24.6
765,IRN,2003,22.4
766,IRQ,2003,17.3
767,IRL,2003,32.1
768,IMN,2003,39.2
769,ISR,2003,27.3
770,ITA,2003,40.2
771,JAM,2003,22.9
772,JPN,2003,41.8
773,JOR,2003,19.0
774,KAZ,2003,27.4
775,KEN,2003,16.1
776,KIR,2003,18.7
777,XKX,2003,22.0
778,KWT,2003,26.4
779,KGZ,2003,21.4
780,LAO,2003,17.9
781,LCN,2003,24.1
782,LVA,2003,38.2
783,LDC,2003,17.2
784,LBN,2003,24.3
785,LSO,2003,18.9
786,LBR,2003,17.6
787,LBY,2003,22.0
788,LIE,2003,36.6
789,LTU,2003,36.6
790,LIC,2003,16.1
791,LMC,2003,21.4
792,LUX,2003,36.8
793,MAC,2003,32.9
794,MDG,2003,16.4
795,MWI,2003,16.0
796,MYS,2003,23.1
797,MDV,2003,19.3
798,MLI,2003,15.5
799,MLT,2003,36.9
800,MHL,2003,17.3
801,MRT,2003,16.7
802,MUS,2003,28.8
803,MEX,2003,22.7
804,FSM,2003,18.9
805,MDA,2003,31.7
806,MCO,2003,45.1
807,MNG,2003,21.9
808,MNE,2003,33.0
809,MAR,2003,22.4
810,MOZ,2003,16.4
811,MMR,2003,23.7
812,NAM,2003,18.1
813,NRU,2003,19.5
814,NPL,2003,18.7
815,NLD,2003,37.4
816,NCL,2003,26.7
817,NZL,2003,34.0
818,NIC,2003,18.9
819,NER,2003,15.0
820,NGA,2003,17.0
821,PRK,2003,30.4
822,MKD,2003,32.2
823,MNP,2003,26.9
824,NOR,2003,36.4
825,OMN,2003,20.6
826,PAK,2003,17.6
827,PLW,2003,30.5
828,PSE,2003,15.4
829,PAN,2003,24.1
830,PNG,2003,18.8
831,PRY,2003,19.7
832,PER,2003,22.5
833,PHL,2003,20.5
834,POL,2003,35.1
835,PRT,2003,37.7
836,PRI,2003,32.5
837,QAT,2003,29.7
838,ROU,2003,34.7
839,RUS,2003,36.2
840,RWA,2003,16.4
841,KNA,2003,26.7
842,LCA,2003,24.9
843,MAF,2003,28.9
844,VCT,2003,24.3
845,WSM,2003,18.6
846,SMR,2003,38.6
847,STP,2003,17.2
848,SAU,2003,22.6
849,SEN,2003,16.7
850,SRB,2003,39.2
851,SYC,2003,26.6
852,SLE,2003,16.8
853,SGP,2003,34.6
854,SXM,2003,31.6
855,SVK,2003,33.9
856,SVN,2003,38.0
857,SLB,2003,17.6
858,SOM,2003,15.2
859,ZAF,2003,21.7
860,KOR,2003,32.4
861,SSD,2003,15.5
862,ESP,2003,37.3
863,LKA,2003,27.2
864,SDN,2003,16.5
865,SUR,2003,24.3
866,SWE,2003,38.8
867,CHE,2003,38.6
868,SYR,2003,18.5
869,TJK,2003,17.9
870,TZA,2003,16.4
871,THA,2003,31.4
872,TGO,2003,17.4
873,TON,2003,19.7
874,TTO,2003,27.5
875,TUN,2003,24.8
876,TUR,2003,24.6
877,TKM,2003,21.0
878,TCA,2003,28.9
879,TUV,2003,22.7
880,UGA,2003,13.8
881,UKR,2003,37.6
882,ARE,2003,27.1
883,GBR,2003,37.3
884,USA,2003,34.7
885,VIR,2003,34.7
886,UMC,2003,29.1
887,URY,2003,31.4
888,UZB,2003,21.2
889,VUT,2003,17.6
890,VEN,2003,22.9
891,VNM,2003,24.4
892,WLD,2003,25.9
893,YEM,2003,14.8
894,ZMB,2003,14.9
895,ZWE,2003,17.2
896,AFG,2004,14.0
897,ALB,2004,28.4
898,DZA,2004,22.6
899,ASM,2004,20.7
900,AND,2004,36.8
901,AGO,2004,15.8
902,ATG,2004,28.5
903,ARG,2004,27.5
904,ARM,2004,29.9
905,ABW,2004,34.9
906,AUS,2004,35.3
907,AUT,2004,38.6
908,AZE,2004,25.8
909,BHS,2004,26.9
910,BHR,2004,26.6
911,BGD,2004,20.7
912,BRB,2004,33.7
913,BLR,2004,36.7
914,BEL,2004,38.9
915,BLZ,2004,19.4
916,BEN,2004,16.4
917,BMU,2004,37.6
918,BTN,2004,20.7
919,BOL,2004,20.1
920,BIH,2004,34.5
921,BWA,2004,19.5
922,BRA,2004,25.7
923,VGB,2004,30.7
924,BRN,2004,23.5
925,BGR,2004,39.8
926,BFA,2004,15.9
927,BDI,2004,15.5
928,KHM,2004,19.6
929,CMR,2004,16.4
930,CAN,2004,37.3
931,CPV,2004,18.9
932,CYM,2004,32.7
933,CAF,2004,15.9
934,TCD,2004,14.6
935,CHI,2004,
936,CHL,2004,29.5
937,CHN,2004,31.2
938,COL,2004,24.2
939,COM,2004,15.8
940,COG,2004,17.8
941,CRI,2004,25.8
942,CIV,2004,16.1
943,HRV,2004,39.0
944,CUB,2004,34.2
945,CUW,2004,34.8
946,CYP,2004,31.4
947,CZE,2004,37.5
948,COD,2004,15.7
949,DNK,2004,38.2
950,DJI,2004,19.7
951,DMA,2004,28.2
952,DOM,2004,22.3
953,TLS,2004,17.1
954,ECU,2004,22.1
955,EGY,2004,21.0
956,SLV,2004,21.4
957,GNQ,2004,18.0
958,ERI,2004,17.2
959,EST,2004,38.1
960,SWZ,2004,17.1
961,ETH,2004,15.3
962,FRO,2004,34.8
963,FJI,2004,22.3
964,FIN,2004,39.6
965,FRA,2004,37.8
966,PYF,2004,25.7
967,GAB,2004,18.8
968,GMB,2004,15.9
969,GEO,2004,33.3
970,DEU,2004,40.7
971,GHA,2004,18.1
972,GIB,2004,37.8
973,GRC,2004,38.5
974,GRL,2004,32.4
975,GRD,2004,24.3
976,GUM,2004,27.2
977,GTM,2004,17.3
978,GIN,2004,15.9
979,GNB,2004,16.6
980,GUY,2004,21.8
981,HTI,2004,19.0
982,HIC,2004,36.4
983,HND,2004,17.9
984,HKG,2004,37.2
985,HUN,2004,37.8
986,ISL,2004,32.9
987,IND,2004,22.4
988,IDN,2004,24.9
989,IRN,2004,23.0
990,IRQ,2004,17.4
991,IRL,2004,32.3
992,IMN,2004,39.5
993,ISR,2004,27.5
994,ITA,2004,40.5
995,JAM,2004,23.2
996,JPN,2004,42.1
997,JOR,2004,19.2
998,KAZ,2004,27.6
999,KEN,2004,16.3
1000,KIR,2004,18.9
1001,XKX,2004,22.6
1002,KWT,2004,27.0
1003,KGZ,2004,21.6
1004,LAO,2004,18.1
1005,LCN,2004,24.4
1006,LVA,2004,38.5
1007,LDC,2004,17.3
1008,LBN,2004,24.6
1009,LSO,2004,19.0
1010,LBR,2004,17.6
1011,LBY,2004,22.3
1012,LIE,2004,37.0
1013,LTU,2004,37.1
1014,LIC,2004,16.2
1015,LMC,2004,21.6
1016,LUX,2004,37.0
1017,MAC,2004,33.1
1018,MDG,2004,16.4
1019,MWI,2004,15.9
1020,MYS,2004,23.2
1021,MDV,2004,19.9
1022,MLI,2004,15.6
1023,MLT,2004,37.3
1024,MHL,2004,17.7
1025,MRT,2004,16.8
1026,MUS,2004,29.1
1027,MEX,2004,23.0
1028,FSM,2004,19.2
1029,MDA,2004,31.8
1030,MCO,2004,45.3
1031,MNG,2004,22.3
1032,MNE,2004,33.3
1033,MAR,2004,22.7
1034,MOZ,2004,16.3
1035,MMR,2004,23.9
1036,NAM,2004,18.2
1037,NRU,2004,19.6
1038,NPL,2004,18.9
1039,NLD,2004,37.8
1040,NCL,2004,27.0
1041,NZL,2004,34.2
1042,NIC,2004,19.2
1043,NER,2004,14.9
1044,NGA,2004,17.0
1045,PRK,2004,30.9
1046,MKD,2004,32.5
1047,MNP,2004,27.7
1048,NOR,2004,36.7
1049,OMN,2004,21.0
1050,PAK,2004,17.8
1051,PLW,2004,30.9
1052,PSE,2004,15.6
1053,PAN,2004,24.3
1054,PNG,2004,18.9
1055,PRY,2004,20.0
1056,PER,2004,22.8
1057,PHL,2004,20.7
1058,POL,2004,35.4
1059,PRT,2004,38.1
1060,PRI,2004,33.0
1061,QAT,2004,29.9
1062,ROU,2004,35.2
1063,RUS,2004,36.3
1064,RWA,2004,16.6
1065,KNA,2004,27.1
1066,LCA,2004,25.4
1067,MAF,2004,28.9
1068,VCT,2004,24.8
1069,WSM,2004,18.8
1070,SMR,2004,38.9
1071,STP,2004,17.3
1072,SAU,2004,23.0
