,Country Code,Year,Median_age
4576,IMN,2020,45.1
4577,ISR,2020,29.0
4578,ITA,2020,46.4
4579,JAM,2020,30.3
4580,JPN,2020,48.0
4581,JOR,2020,23.1
4582,KAZ,2020,29.5
4583,KEN,2020,18.9
4584,KIR,2020,21.7
4585,XKX,2020,30.1
4586,KWT,2020,37.2
4587,KGZ,2020,23.6
4588,LAO,2020,23.5
4589,LCN,2020,29.9
4590,LVA,2020,43.4
4591,LDC,2020,19.1
4592,LBN,2020,28.0
4593,LSO,2020,21.9
4594,LBR,2020,17.8
4595,LBY,2020,26.1
4596,LIE,2020,43.5
4597,LTU,2020,43.5
4598,LIC,2020,17.4
4599,LMC,2020,25.4
4600,LUX,2020,38.6
4601,MAC,2020,37.2
4602,MDG,2020,18.8
4603,MWI,2020,16.6
4604,MYS,2020,29.5
4605,MDV,2020,29.9
4606,MLI,2020,15.0
4607,MLT,2020,39.0
4608,MHL,2020,24.2
4609,MRT,2020,17.4
4610,MUS,2020,36.4
4611,MEX,2020,28.7
4612,FSM,2020,23.0
4613,MDA,2020,35.8
4614,MCO,2020,54.5
4615,MNG,2020,26.7
4616,MNE,2020,37.9
4617,MAR,2020,28.4
4618,MOZ,2020,16.7
4619,MMR,2020,28.8
4620,NAM,2020,21.2
4621,NRU,2020,20.2
4622,NPL,2020,23.2
4623,NLD,2020,41.7
4624,NCL,2020,32.8
4625,NZL,2020,36.4
4626,NIC,2020,24.2
4627,NER,2020,14.4
4628,NGA,2020,16.9
4629,PRK,2020,35.4
4630,MKD,2020,38.0
4631,MNP,2020,38.5
4632,NOR,2020,39.0
4633,OMN,2020,28.8
4634,PAK,2020,20.0
4635,PLW,2020,35.6
4636,PSE,2020,19.0
4637,PAN,2020,28.6
4638,PNG,2020,21.5
4639,PRY,2020,25.3
4640,PER,2020,28.0
4641,PHL,2020,24.3
4642,POL,2020,40.5
4643,PRT,2020,44.7
4644,PRI,2020,43.6
4645,QAT,2020,32.0
4646,ROU,2020,41.6
4647,RUS,2020,38.6
4648,RWA,2020,18.8
4649,KNA,2020,33.6
4650,LCA,2020,32.7
4651,MAF,2020,37.2
4652,VCT,2020,32.8
4653,WSM,2020,20.5
4654,SMR,2020,45.7
4655,STP,2020,18.2
4656,SAU,2020,29.2
4657,SEN,2020,17.6
4658,SRB,2020,42.8
4659,SYC,2020,32.2
4660,SLE,2020,18.6
4661,SGP,2020,41.2
4662,SXM,2020,45.8
4663,SVK,2020,40.2
4664,SVN,2020,42.9
4665,SLB,2020,19.1
4666,SOM,2020,15.1
4667,ZAF,2020,26.9
4668,KOR,2020,42.8
4669,SSD,2020,15.8
4670,ESP,2020,43.5
4671,LKA,2020,32.2
4672,SDN,2020,18.3
4673,SUR,2020,27.8
4674,SWE,2020,39.5
4675,CHE,2020,41.7
4676,SYR,2020,20.4
4677,TJK,2020,21.3
4678,TZA,2020,16.7
4679,THA,2020,38.8
4680,TGO,2020,18.5
4681,TON,2020,21.4
4682,TTO,2020,35.0
4683,TUN,2020,31.4
4684,TUR,2020,30.6
4685,TKM,2020,25.6
4686,TCA,2020,37.0
4687,TUV,2020,24.9
4688,UGA,2020,15.7
4689,UKR,2020,40.5
4690,ARE,2020,32.0
4691,GBR,2020,39.5
4692,USA,2020,37.5
4693,VIR,2020,42.6
4694,UMC,2020,34.7
4695,URY,2020,35.0
4696,UZB,2020,26.4
4697,VUT,2020,19.5
4698,VEN,2020,27.8
4699,VNM,2020,31.6
4700,WLD,2020,29.7
4701,YEM,2020,18.5
4702,ZMB,2020,16.8
4703,ZWE,2020,17.9
4704,AFG,2021,16.7
4705,ALB,2021,37.3
4706,DZA,2021,27.8
4707,ASM,2021,27.6
4708,AND,2021,42.5
4709,AGO,2021,16.2
4710,ATG,2021,34.7
4711,ARG,2021,31.3
4712,ARM,2021,34.4
4713,ABW,2021,41.2
4714,AUS,2021,37.0
4715,AUT,2021,42.8
4716,AZE,2021,31.4
4717,BHS,2021,32.4
4718,BHR,2021,32.7
4719,BGD,2021,26.3
4720,BRB,2021,38.9
4721,BLR,2021,40.2
4722,BEL,2021,40.9
4723,BLZ,2021,25.2
4724,BEN,2021,17.5
4725,BMU,2021,44.9
4726,BTN,2021,28.2
4727,BOL,2021,23.9
4728,BIH,2021,41.8
4729,BWA,2021,23.5
4730,BRA,2021,32.8
4731,VGB,2021,38.2
4732,BRN,2021,31.8
4733,BGR,2021,44.5
4734,BFA,2021,16.6
4735,BDI,2021,15.6
4736,KHM,2021,26.5
4737,CMR,2021,17.5
4738,CAN,2021,40.2
4739,CPV,2021,26.5
4740,CYM,2021,37.2
4741,CAF,2021,14.7
4742,TCD,2021,15.0
4743,CHI,2021,
4744,CHL,2021,34.9
4745,CHN,2021,37.9
4746,COL,2021,30.8
4747,COM,2021,20.1
4748,COG,2021,18.2
4749,CRI,2021,32.9
4750,CIV,2021,17.6
4751,HRV,2021,43.7
4752,CUB,2021,41.2
4753,CUW,2021,36.0
4754,CYP,2021,37.6
4755,CZE,2021,42.6
4756,COD,2021,15.6
4757,DNK,2021,41.3
4758,DJI,2021,23.7
4759,DMA,2021,31.6
4760,DOM,2021,27.1
4761,TLS,2021,20.3
4762,ECU,2021,27.6
4763,EGY,2021,23.9
4764,SLV,2021,26.3
4765,GNQ,2021,20.9
4766,ERI,2021,18.2
4767,EST,2021,41.5
4768,SWZ,2021,21.5
4769,ETH,2021,18.5
4770,FRO,2021,37.9
4771,FJI,2021,26.8
4772,FIN,2021,42.4
4773,FRA,2021,41.6
4774,PYF,2021,33.0
4775,GAB,2021,21.6
4776,GMB,2021,16.8
4777,GEO,2021,36.4
4778,DEU,2021,44.9
4779,GHA,2021,20.4
4780,GIB,2021,41.7
4781,GRC,2021,44.7
4782,GRL,2021,33.9
4783,GRD,2021,30.8
4784,GUM,2021,29.8
4785,GTM,2021,22.1
4786,GIN,2021,17.7
4787,GNB,2021,18.3
4788,GUY,2021,25.5
4789,HTI,2021,23.0
4790,HIC,2021,40.7
4791,HND,2021,23.4
4792,HKG,2021,44.9
4793,HUN,2021,42.7
4794,ISL,2021,35.9
4795,IND,2021,27.6
4796,IDN,2021,29.4
4797,IRN,2021,31.9
4798,IRQ,2021,19.8
4799,IRL,2021,37.6
4800,IMN,2021,45.3
4801,ISR,2021,29.0
4802,ITA,2021,46.8
4803,JAM,2021,30.8
4804,JPN,2021,48.4
4805,JOR,2021,23.4
4806,KAZ,2021,29.5
4807,KEN,2021,19.2
4808,KIR,2021,21.9
4809,XKX,2021,30.5
4810,KWT,2021,38.3
4811,KGZ,2021,23.7
4812,LAO,2021,23.8
4813,LCN,2021,30.3
4814,LVA,2021,43.6
4815,LDC,2021,19.2
4816,LBN,2021,28.3
4817,LSO,2021,22.1
4818,LBR,2021,17.9
4819,LBY,2021,26.3
4820,LIE,2021,43.7
4821,LTU,2021,43.7
4822,LIC,2021,17.6
4823,LMC,2021,25.6
4824,LUX,2021,38.7
4825,MAC,2021,37.6
4826,MDG,2021,19.0
4827,MWI,2021,16.8
4828,MYS,2021,29.9
4829,MDV,2021,30.6
4830,MLI,2021,15.1
4831,MLT,2021,39.0
4832,MHL,2021,25.0
4833,MRT,2021,17.6
4834,MUS,2021,36.8
4835,MEX,2021,29.0
4836,FSM,2021,23.4
4837,MDA,2021,36.1
4838,MCO,2021,54.5
4839,MNG,2021,26.8
4840,MNE,2021,38.2
4841,MAR,2021,28.7
4842,MOZ,2021,16.8
4843,MMR,2021,29.0
4844,NAM,2021,21.3
4845,NRU,2021,20.3
4846,NPL,2021,23.7
4847,NLD,2021,41.7
4848,NCL,2021,33.2
4849,NZL,2021,36.5
4850,NIC,2021,24.5
4851,NER,2021,14.5
4852,NGA,2021,17.0
4853,PRK,2021,35.6
4854,MKD,2021,38.3
4855,MNP,2021,38.7
4856,NOR,2021,39.3
4857,OMN,2021,28.8
4858,PAK,2021,20.2
4859,PLW,2021,35.7
4860,PSE,2021,19.2
4861,PAN,2021,28.8
4862,PNG,2021,21.8
4863,PRY,2021,25.6
4864,PER,2021,28.2
4865,PHL,2021,24.5
4866,POL,2021,40.9
4867,PRT,2021,45.0
4868,PRI,2021,44.0
4869,QAT,2021,33.0
4870,ROU,2021,41.9
4871,RUS,2021,38.8
4872,RWA,2021,19.0
4873,KNA,2021,34.0
4874,LCA,2021,33.1
4875,MAF,2021,38.2
4876,VCT,2021,33.0
4877,WSM,2021,20.6
4878,SMR,2021,46.3
4879,STP,2021,18.4
4880,SAU,2021,29.8
4881,SEN,2021,17.8
4882,SRB,2021,42.9
4883,SYC,2021,32.5
4884,SLE,2021,18.8
4885,SGP,2021,41.8
4886,SXM,2021,46.5
4887,SVK,2021,40.6
4888,SVN,2021,43.2
4889,SLB,2021,19.3
4890,SOM,2021,15.2
4891,ZAF,2021,27.1
4892,KOR,2021,43.4
4893,SSD,2021,16.1
4894,ESP,2021,43.9
4895,LKA,2021,32.5
4896,SDN,2021,18.4
4897,SUR,2021,27.9
4898,SWE,2021,39.5
4899,CHE,2021,41.8
4900,SYR,2021,20.9
4901,TJK,2021,21.5
4902,TZA,2021,16.8
4903,THA,2021,39.3
4904,TGO,2021,18.7
4905,TON,2021,21.6
4906,TTO,2021,35.5
4907,TUN,2021,31.7
4908,TUR,2021,30.9
4909,TKM,2021,25.8
4910,TCA,2021,37.4
4911,TUV,2021,25.0
4912,UGA,2021,15.9
4913,UKR,2021,40.8
4914,ARE,2021,32.8
4915,GBR,2021,39.6
4916,USA,2021,37.7
4917,VIR,2021,42.7
4918,UMC,2021,35.1
4919,URY,2021,35.2
4920,UZB,2021,26.6
4921,VUT,2021,19.5
4922,VEN,2021,28.1
4923,VNM,2021,32.0
4924,WLD,2021,30.0
4925,YEM,2021,18.7
4926,ZMB,2021,16.9
4927,ZWE,2021,18.1
