,Country Name,Country Code,Year,Population_male,Population_female,Population_total
5030,Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,307770877,316070405,623841282
5031,Least developed countries: UN classification,LDC,2018,508999566,514494228,1023493788
5032,Low & middle income,LMY,2018,3226618483,3172418217,6399036689
5033,Low income,LIC,2018,314869681,315996146,630865826
5034,Lower middle income,LMC,2018,1538956668,1494196452,3033153113
5035,Middle East & North Africa,MEA,2018,241221003,223852488,465073490
5036,Middle East & North Africa (excluding high income),MNA,2018,201182839,197192506,398375344
5037,Middle East & North Africa (IDA & IBRD countries),TMN,2018,198906914,194899344,393806257
5038,Middle income,MIC,2018,2911748802,2856422071,5768170863
5039,North America,NAC,2018,180348369,183618832,363967201
5040,Not classified,INX,2018,..,..,..
5041,OECD members,OED,2018,667154138,687682174,1354836308
5042,Other small states,OSS,2018,16612567,14881926,31494491
5043,Pacific island small states,PSS,2018,1268119,1242108,2510226
5044,Post-demographic dividend,PST,2018,544799222,565324131,1110123356
5045,Pre-demographic dividend,PRE,2018,464957566,466509604,931467165
5046,Small states,SST,2018,21527181,19852187,41379367
5047,South Asia,SAS,2018,943150770,897383323,1840534093
5048,South Asia (IDA & IBRD),TSA,2018,943150770,897383323,1840534093
5049,Sub-Saharan Africa,SSF,2018,543991025,548412951,1092403973
5050,Sub-Saharan Africa (excluding high income),SSA,2018,543940197,548367017,1092307211
5051,Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,543991025,548412951,1092403973
5052,Upper middle income,UMC,2018,1372792134,1362225619,2735017750
5053,World,WLD,2018,3854339551,3806031587,7660371127
5054,Afghanistan,AFG,2019,19090409,18679089,37769499
5055,Albania,ALB,2019,1428828,1425364,2854191
5056,Algeria,DZA,2019,21756903,20948465,42705368
5057,American Samoa,ASM,2019,23535,23786,47321
5058,Andorra,AND,2019,38842,37502,76343
5059,Angola,AGO,2019,15983035,16370553,32353588
5060,Antigua and Barbuda,ATG,2019,43961,48156,92117
5061,Argentina,ARG,2019,22249019,22689693,44938712
5062,Armenia,ARM,2019,1274767,1545834,2820602
5063,Aruba,ABW,2019,50188,56254,106442
5064,Australia,AUS,2019,12567835,12766991,25334826
5065,Austria,AUT,2019,4367938,4511982,8879920
5066,Azerbaijan,AZE,2019,4948191,5076093,10024283
5067,"Bahamas, The",BHS,2019,193737,210821,404557
5068,Bahrain,BHR,2019,933409,560779,1494188
5069,Bangladesh,BGD,2019,82164179,83352043,165516222
5070,Barbados,BRB,2019,134222,145957,280180
5071,Belarus,BLR,2019,4350290,5069468,9419758
5072,Belgium,BEL,2019,5667234,5821746,11488980
5073,Belize,BLZ,2019,195944,193151,389095
5074,Benin,BEN,2019,6152125,6138319,12290444
5075,Bermuda,BMU,2019,30926,32985,63911
5076,Bhutan,BTN,2019,407103,360356,767459
5077,Bolivia,BOL,2019,5916395,5860919,11777315
5078,Bosnia and Herzegovina,BIH,2019,1652504,1708207,3360711
5079,Botswana,BWA,2019,1233202,1266499,2499702
5080,Brazil,BRA,2019,104119798,107663080,211782878
5081,British Virgin Islands,VGB,2019,14786,15825,30610
5082,Brunei Darussalam,BRN,2019,226876,211173,438048
5083,Bulgaria,BGR,2019,3383675,3592085,6975761
5084,Burkina Faso,BFA,2019,10431262,10520378,20951639
5085,Burundi,BDI,2019,5894278,5980560,11874838
5086,Cabo Verde,CPV,2019,286974,290056,577030
5087,Cambodia,KHM,2019,8021264,8186482,16207746
5088,Cameroon,CMR,2019,12855489,12926852,25782341
5089,Canada,CAN,2019,18680213,18921018,37601230
5090,Cayman Islands,CYM,2019,33285,32849,66134
5091,Central African Republic,CAF,2019,2605852,2603472,5209324
5092,Chad,TCD,2019,8094822,8032044,16126866
5093,Channel Islands,CHI,2019,83603,85807,169410
5094,Chile,CHL,2019,9450404,9589082,19039485
5095,China,CHN,2019,719565010,688179990,1407745000
5096,Colombia,COL,2019,24779301,25408106,50187406
5097,Comoros,COM,2019,397126,393860,790986
5098,"Congo, Dem. Rep.",COD,2019,44600412,45306478,89906890
5099,"Congo, Rep.",COG,2019,2781753,2788979,5570733
5100,Costa Rica,CRI,2019,2546376,2538156,5084532
5101,Cote d'Ivoire,CIV,2019,13218128,12929424,26147551
5102,Croatia,HRV,2019,1976146,2089106,4065253
5103,Cuba,CUB,2019,5628282,5688414,11316697
5104,Curacao,CUW,2019,76024,81416,157441
5105,Cyprus,CYP,2019,615637,613199,1228836
5106,Czechia,CZE,2019,5255756,5416114,10671870
5107,Denmark,DNK,2019,2890926,2923497,5814422
5108,Djibouti,DJI,2019,533626,540367,1073994
5109,Dominica,DMA,2019,35673,35755,71428
5110,Dominican Republic,DOM,2019,5472410,5409472,10881882
5111,Ecuador,ECU,2019,8672767,8670974,17343740
5112,"Egypt, Arab Rep.",EGY,2019,53429404,52189268,105618671
5113,El Salvador,SLV,2019,2992539,3287678,6280217
5114,Equatorial Guinea,GNQ,2019,821881,731149,1553031
5115,Eritrea,ERI,2019,1724860,1773958,3498818
5116,Estonia,EST,2019,627427,699471,1326898
5117,Eswatini,SWZ,2019,579801,589812,1169613
5118,Ethiopia,ETH,2019,57375433,56745161,114120594
5119,Faroe Islands,FRO,2019,26749,24932,51681
5120,Fiji,FJI,2019,461366,457099,918465
5121,Finland,FIN,2019,2725793,2795813,5521606
5122,France,FRA,2019,32586250,34801750,67388001
5123,French Polynesia,PYF,2019,151899,147819,299717
5124,Gabon,GAB,2019,1144323,1098462,2242785
5125,"Gambia, The",GMB,2019,1247342,1261541,2508883
5126,Georgia,GEO,2019,1750910,1969251,3720161
5127,Germany,DEU,2019,40996355,42096607,83092962
5128,Ghana,GHA,2019,15723678,15798612,31522290
5129,Gibraltar,GIB,2019,16320,16366,32685
5130,Greece,GRC,2019,5254476,5467106,10721582
5131,Greenland,GRL,2019,29662,26563,56225
5132,Grenada,GRD,2019,61483,61240,122724
5133,Guam,GUM,2019,85102,83522,168624
5134,Guatemala,GTM,2019,8223795,8380231,16604026
5135,Guinea,GIN,2019,6349991,6527547,12877539
5136,Guinea-Bissau,GNB,2019,971745,998712,1970457
5137,Guyana,GUY,2019,392821,405932,798753
5138,Haiti,HTI,2019,5535128,5625310,11160438
5139,Honduras,HND,2019,5031794,4927035,9958829
5140,"Hong Kong SAR, China",HKG,2019,3467315,4040585,7507900
5141,Hungary,HUN,2019,4678279,5092862,9771141
5142,Iceland,ISL,2019,184880,175683,360563
5143,India,IND,2019,714325057,668786993,1383112050
5144,Indonesia,IDN,2019,135798442,133784436,269582878
5145,"Iran, Islamic Rep.",IRN,2019,43792157,42772045,86564202
5146,Iraq,IRQ,2019,20788703,20774818,41563520
5147,Ireland,IRL,2019,2444120,2490220,4934340
5148,Isle of Man,IMN,2019,41583,42350,83933
5149,Israel,ISR,2019,4509772,4544229,9054000
5150,Italy,ITA,2019,29090818,30638263,59729081
5151,Jamaica,JAM,2019,1396657,1417116,2813773
5152,Japan,JPN,2019,61567714,65065286,126633000
5153,Jordan,JOR,2019,5555605,5143079,10698683
5154,Kazakhstan,KAZ,2019,8890215,9623458,18513673
5155,Kenya,KEN,2019,25272193,25679257,50951450
5156,Kiribati,KIR,2019,60390,63851,124241
5157,"Korea, Dem. People's Rep.",PRK,2019,12707874,13047566,25755441
5158,"Korea, Rep.",KOR,2019,25874966,25889856,51764822
5159,Kosovo,XKX,2019,892156,896722,1788878
5160,Kuwait,KWT,2019,2738222,1702878,4441100
5161,Kyrgyz Republic,KGZ,2019,3170125,3286075,6456200
5162,Lao PDR,LAO,2019,3636206,3575847,7212053
5163,Latvia,LVA,2019,883240,1030582,1913822
5164,Lebanon,LBN,2019,2814124,2967783,5781907
5165,Lesotho,LSO,2019,1097956,1127746,2225702
5166,Liberia,LBR,2019,2479442,2505847,4985289
5167,Libya,LBY,2019,3329012,3240076,6569088
5168,Liechtenstein,LIE,2019,19102,19381,38482
5169,Lithuania,LTU,2019,1306199,1487938,2794137
5170,Luxembourg,LUX,2019,311845,308156,620001
5171,"Macao SAR, China",MAC,2019,312356,351296,663653
5172,Madagascar,MDG,2019,13804538,13728596,27533134
5173,Malawi,MWI,2019,9168342,9698995,18867337
5174,Malaysia,MYS,2019,16794024,16009996,32804020
5175,Maldives,MDV,2019,291624,212884,504508
5176,Mali,MLI,2019,10387581,10179843,20567424
5177,Malta,MLT,2019,259854,244207,504062
5178,Marshall Islands,MHL,2019,22874,21855,44728
5179,Mauritania,MRT,2019,2145130,2238719,4383849
5180,Mauritius,MUS,2019,625555,640430,1265985
5181,Mexico,MEX,2019,61187228,63898082,125085311
5182,"Micronesia, Fed. Sts.",FSM,2019,56072,55307,111379
5183,Moldova,MDA,2019,1266405,1397819,2664224
5184,Monaco,MCO,2019,18145,18890,37034
5185,Mongolia,MNG,2019,1606094,1626335,3232430
5186,Montenegro,MNE,2019,303303,318725,622028
5187,Morocco,MAR,2019,18281786,18022621,36304408
5188,Mozambique,MOZ,2019,14851787,15433808,30285595
5189,Myanmar,MMR,2019,26423311,26616900,53040212
5190,Namibia,NAM,2019,1181378,1265266,2446644
5191,Nauru,NRU,2019,6177,5955,12132
5192,Nepal,NPL,2019,13704208,15128288,28832496
5193,Netherlands,NLD,2019,8615129,8729744,17344874
5194,New Caledonia,NCL,2019,135381,135859,271240
5195,New Zealand,NZL,2019,2461701,2517499,4979200
5196,Nicaragua,NIC,2019,3284332,3379591,6663924
5197,Niger,NER,2019,11889761,11553632,23443393
5198,Nigeria,NGA,2019,102680839,100623652,203304492
5199,North Macedonia,MKD,2019,1035939,1040755,2076694
5200,Northern Mariana Islands,MNP,2019,26731,23127,49858
5201,Norway,NOR,2019,2695841,2652054,5347896
5202,Oman,OMN,2019,2924701,1678067,4602768
5203,Pakistan,PAK,2019,113015042,110278237,223293280
5204,Palau,PLW,2019,9379,8537,17916
5205,Panama,PAN,2019,2118501,2114030,4232532
5206,Papua New Guinea,PNG,2019,4936763,4605722,9542486
5207,Paraguay,PRY,2019,3280434,3249592,6530026
5208,Peru,PER,2019,16268182,16556679,32824861
5209,Philippines,PHL,2019,56011134,54369671,110380804
5210,Poland,POL,2019,18370296,19595179,37965475
5211,Portugal,PRT,2019,4855992,5430271,10286263
5212,Puerto Rico,PRI,2019,1513740,1679953,3193694
5213,Qatar,QAT,2019,2055936,751299,2807235
5214,Romania,ROU,2019,9377040,9994608,19371648
5215,Russian Federation,RUS,2019,67076532,77329730,144406261
5216,Rwanda,RWA,2019,6266092,6568936,12835028
5217,Samoa,WSM,2019,108147,103759,211905
5218,San Marino,SMR,2019,16650,17527,34178
5219,Sao Tome and Principe,STP,2019,107123,107476,214599
5220,Saudi Arabia,SAU,2019,20836089,14991273,35827362
5221,Senegal,SEN,2019,7860618,8140163,16000781
5222,Serbia,SRB,2019,3330387,3614847,6945235
5223,Seychelles,SYC,2019,51368,46256,97625
5224,Sierra Leone,SLE,2019,4030454,4016374,8046828
5225,Singapore,SGP,2019,2981453,2722116,5703569
5226,Sint Maarten (Dutch part),SXM,2019,22120,19488,41608
5227,Slovak Republic,SVK,2019,2663171,2790976,5454147
5228,Slovenia,SVN,2019,1045795,1042591,2088385
5229,Solomon Islands,SLB,2019,345031,329962,674993
5230,Somalia,SOM,2019,8011375,7969926,15981300
5231,South Africa,ZAF,2019,28207948,29879107,58087055
5232,South Sudan,SSD,2019,5167140,5280526,10447666
5233,Spain,ESP,2019,23104636,24030201,47134837
5234,Sri Lanka,LKA,2019,10514808,11288193,21803000
5235,St. Kitts and Nevis,KNA,2019,23149,24562,47712
5236,St. Lucia,LCA,2019,88582,90001,178583
5237,St. Martin (French part),MAF,2019,15749,17372,33121
5238,St. Vincent and the Grenadines,VCT,2019,53636,51288,104924
5239,Sudan,SDN,2019,21607642,21624451,43232093
5240,Suriname,SUR,2019,299437,300864,600301
5241,Sweden,SWE,2019,5168880,5110007,10278887
5242,Switzerland,CHE,2019,4253063,4322218,8575280
5243,Syrian Arab Republic,SYR,2019,10073931,10024320,20098251
5244,Tajikistan,TJK,2019,4696898,4640105,9337003
5245,Tanzania,TZA,2019,29563439,30309141,59872579
5246,Thailand,THA,2019,34723388,36584375,71307763
5247,Timor-Leste,TLS,2019,653013,627425,1280438
5248,Togo,TGO,2019,4142015,4101080,8243094
5249,Tonga,TON,2019,51994,52956,104951
5250,Trinidad and Tobago,TTO,2019,751897,768058,1519955
5251,Tunisia,TUN,2019,5962724,6086590,12049314
5252,Turkiye,TUR,2019,41414465,41164975,82579440
5253,Turkmenistan,TKM,2019,3050231,3108189,6158420
5254,Turks and Caicos Islands,TCA,2019,21739,21341,43080
5255,Tuvalu,TUV,2019,5654,5301,10956
5256,Uganda,UGA,2019,21241606,21707475,42949080
5257,Ukraine,UKR,2019,20561786,23824417,44386203
5258,United Arab Emirates,ARE,2019,6443813,2767844,9211657
5259,United Kingdom,GBR,2019,33000535,33835792,66836327
5260,United States,USA,2019,162730147,165599805,328329953
5261,Uruguay,URY,2019,1659147,1769262,3428409
5262,Uzbekistan,UZB,2019,16797144,16783206,33580350
5263,Vanuatu,VUT,2019,153149,151256,304404
5264,"Venezuela, RB",VEN,2019,14365872,14605811,28971683
5265,Viet Nam,VNM,2019,47288433,48488283,95776716
5266,Virgin Islands (U.S.),VIR,2019,50196,56473,106669
5267,West Bank and Gaza,PSE,2019,2334948,2350358,4685306
5268,"Yemen, Rep.",YEM,2019,15953578,15593113,31546691
5269,Zambia,ZMB,2019,9066397,9314079,18380477
5270,Zimbabwe,ZWE,2019,7231989,8122618,15354608
5271,Africa Eastern and Southern,AFE,2019,330312015,336930970,667242986
5272,Africa Western and Central,AFW,2019,228301205,226004857,454306063
5273,Arab World,ARB,2019,228907787,212559954,441467739
5274,Caribbean small states,CSS,2019,3671199,3752901,7424102
5275,Central Europe and the Baltics,CEB,2019,49567024,52831512,102398537
5276,Early-demographic dividend,EAR,2019,1693990322,1640571424,3334561751
5277,East Asia & Pacific,EAS,2019,1191037785,1162819080,2353856866
5278,East Asia & Pacific (excluding high income),EAP,2019,1069439012,1036952911,2106391925
5279,East Asia & Pacific (IDA & IBRD countries),TEA,2019,1056737315,1023911300,2080648616
5280,Euro area,EMU,2019,167421909,175030823,342452734
5281,Europe & Central Asia,ECS,2019,446579104,473698379,920277481
5282,Europe & Central Asia (excluding high income),ECA,2019,191274751,207415325,398690076
5283,Europe & Central Asia (IDA & IBRD countries),TEC,2019,220998233,239094218,460092452
5284,European Union,EUU,2019,218522907,228844281,447367191
5285,Fragile and conflict affected situations,FCS,2019,477911024,479874526,957785553
5286,Heavily indebted poor countries (HIPC),HPC,2019,406298517,408802314,815100831
5287,High income,HIC,2019,615663242,621046694,1236709936
5288,IBRD only,IBD,2019,2443121170,2389807714,4832928887
5289,IDA & IBRD total,IBT,2019,3302629413,3251348879,6553978299
5290,IDA blend,IDB,2019,287211939,283421387,570633332
5291,IDA only,IDX,2019,572296304,578119778,1150416080
5292,IDA total,IDA,2019,859508243,861541165,1721049412
5293,Late-demographic dividend,LTE,2019,1162846377,1146645429,2309491804
5294,Latin America & Caribbean,LCN,2019,318250730,327045069,645295804
5295,Latin America & Caribbean (excluding high income),LAC,2019,287319192,295382427,582701622
5296,Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,310496662,319018906,629515571
5297,Least developed countries: UN classification,LDC,2019,521249821,526943730,1048193552
5298,Low & middle income,LMY,2019,3264713738,3211379220,6476092964
5299,Low income,LIC,2019,323819573,324935881,648755452
5300,Lower middle income,LMC,2019,1559903119,1515408651,3075311775
5301,Middle East & North Africa,MEA,2019,245308297,227893479,473201775
5302,Middle East & North Africa (excluding high income),MNA,2019,204606501,200652903,405259403
5303,Middle East & North Africa (IDA & IBRD countries),TMN,2019,202271553,198302545,400574097
5304,Middle income,MIC,2019,2940894165,2886443339,5827337512
5305,North America,NAC,2019,181441286,184553808,365995094
5306,Not classified,INX,2019,..,..,..
5307,OECD members,OED,2019,670814996,691199908,1362014902
5308,Other small states,OSS,2019,16855112,15150360,32005477
5309,Pacific island small states,PSS,2019,1280233,1255838,2536070
5310,Post-demographic dividend,PST,2019,546506160,566799181,1113305347
5311,Pre-demographic dividend,PRE,2019,478032525,479470722,957503246
5312,Small states,SST,2019,21806544,20159099,41965649
5313,South Asia,SAS,2019,953512430,908086083,1861598514
5314,South Asia (IDA & IBRD),TSA,2019,953512430,908086083,1861598514
5315,Sub-Saharan Africa,SSF,2019,558613220,562935827,1121549049
5316,Sub-Saharan Africa (excluding high income),SSA,2019,558561852,562889571,1121451424
5317,Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,558613220,562935827,1121549049
5318,Upper middle income,UMC,2019,1380991046,1371034688,2752025737
5319,World,WLD,2019,3894742852,3847031725,7741774583
5320,Afghanistan,AFG,2020,19692301,19279930,38972230
5321,Albania,ALB,2020,1419264,1418585,2837849
5322,Algeria,DZA,2020,22132899,21318767,43451666
5323,American Samoa,ASM,2020,22921,23268,46189
5324,Andorra,AND,2020,39615,38084,77700
5325,Angola,AGO,2020,16517497,16910989,33428486
5326,Antigua and Barbuda,ATG,2020,44236,48428,92664
5327,Argentina,ARG,2020,22465694,22911069,45376763
5328,Armenia,ARM,2020,1265512,1540097,2805608
5329,Aruba,ABW,2020,50211,56373,106585
5330,Australia,AUS,2020,12727887,12921360,25649248
5331,Austria,AUT,2020,4387322,4529542,8916864
5332,Azerbaijan,AZE,2020,4982975,5110146,10093121
5333,"Bahamas, The",BHS,2020,194506,211965,406471
5334,Bahrain,BHR,2020,920430,557039,1477469
5335,Bangladesh,BGD,2020,83063714,84357236,167420951
5336,Barbados,BRB,2020,134528,146165,280693
5337,Belarus,BLR,2020,4327916,5052036,9379952
5338,Belgium,BEL,2020,5695855,5842749,11538604
5339,Belize,BLZ,2020,198810,196111,394921
5340,Benin,BEN,2020,6330776,6312347,12643123
5341,Bermuda,BMU,2020,30872,33021,63893
5342,Bhutan,BTN,2020,409408,363099,772506
5343,Bolivia,BOL,2020,5992275,5943886,11936162
5344,Bosnia and Herzegovina,BIH,2020,1632854,1685553,3318407
5345,Botswana,BWA,2020,1256708,1289694,2546402
5346,Brazil,BRA,2020,104779288,108417015,213196304
5347,British Virgin Islands,VGB,2020,14900,16010,30910
5348,Brunei Darussalam,BRN,2020,228677,213048,441725
5349,Bulgaria,BGR,2020,3363373,3570641,6934015
5350,Burkina Faso,BFA,2020,10718602,10804024,21522626
5351,Burundi,BDI,2020,6066599,6153627,12220227
5352,Cabo Verde,CPV,2020,289745,292895,582640
5353,Cambodia,KHM,2020,8115527,8281334,16396860
5354,Cameroon,CMR,2020,13210626,13280460,26491087
5355,Canada,CAN,2020,18885404,19121762,38007166
5356,Cayman Islands,CYM,2020,33941,33370,67311
5357,Central African Republic,CAF,2020,2672080,2670940,5343020
5358,Chad,TCD,2020,8355035,8289666,16644701
5359,Channel Islands,CHI,2020,84587,86526,171113
5360,Chile,CHL,2020,9579957,9720358,19300315
5361,China,CHN,2020,720928153,690171848,1411100000
5362,Colombia,COL,2020,25139588,25791075,50930662
5363,Comoros,COM,2020,404903,401263,806166
5364,"Congo, Dem. Rep.",COD,2020,46065978,46787187,92853164
5365,"Congo, Rep.",COG,2020,2847552,2854622,5702174
5366,Costa Rica,CRI,2020,2564622,2558483,5123105
5367,Cote d'Ivoire,CIV,2020,13547621,13264169,26811790
5368,Croatia,HRV,2020,1969718,2077963,4047680
5369,Cuba,CUB,2020,5616818,5683880,11300698
5370,Curacao,CUW,2020,74175,80772,154947
5371,Cyprus,CYP,2020,619932,617605,1237537
5372,Czechia,CZE,2020,5269701,5428157,10697858
5373,Denmark,DNK,2020,2900148,2931257,5831404
5374,Djibouti,DJI,2020,541471,548686,1090156
5375,Dominica,DMA,2020,35883,36112,71995
5376,Dominican Republic,DOM,2020,5527482,5472181,10999664
5377,Ecuador,ECU,2020,8790148,8798448,17588595
5378,"Egypt, Arab Rep.",EGY,2020,54357401,53107732,107465134
5379,El Salvador,SLV,2020,2997430,3295300,6292731
5380,Equatorial Guinea,GNQ,2020,844153,751896,1596049
5381,Eritrea,ERI,2020,1753513,1802355,3555868
5382,Estonia,EST,2020,629878,699645,1329522
5383,Eswatini,SWZ,2020,585916,594739,1180655
5384,Ethiopia,ETH,2020,58906550,58284361,117190911
5385,Faroe Islands,FRO,2020,27130,25285,52415
5386,Fiji,FJI,2020,461878,458543,920422
5387,Finland,FIN,2020,2731054,2798488,5529543
5388,France,FRA,2020,32670705,34900402,67571107
5389,French Polynesia,PYF,2020,152872,149048,301920
5390,Gabon,GAB,2020,1168822,1123751,2292573
5391,"Gambia, The",GMB,2020,1280033,1293962,2573995
5392,Georgia,GEO,2020,1751135,1971581,3722716
5393,Germany,DEU,2020,41032520,42128351,83160871
5394,Ghana,GHA,2020,16051315,16129086,32180401
5395,Gibraltar,GIB,2020,16337,16372,32709
5396,Greece,GRC,2020,5242307,5456292,10698599
5397,Greenland,GRL,2020,29711,26657,56367
5398,Grenada,GRD,2020,61916,61746,123663
5399,Guam,GUM,2020,85317,83914,169231
5400,Guatemala,GTM,2020,8348500,8509834,16858333
5401,Guinea,GIN,2020,6518034,6687118,13205153
5402,Guinea-Bissau,GNB,2020,994606,1021222,2015828
5403,Guyana,GUY,2020,389899,407303,797202
