COUNTRY,Country,SEX,YEAR,Value
AUT,Austria,F,2001,
AUT,Austria,F,2002,
AUT,Austria,F,2004,
AUT,Austria,F,2005,
AUT,Austria,F,2006,
AUT,Austria,F,2007,
AUT,Austria,F,2008,
AUT,Austria,F,2009,
AUT,Austria,F,2010,
AUT,Austria,F,2011,
AUT,Austria,F,2012,
AUT,Austria,F,2013,
AUT,Austria,F,2014,47.429916
AUT,Austria,F,2015,47.566097
AUT,Austria,F,2016,46.47134
AUT,Austria,F,2017,45.83749
AUT,Austria,F,2018,46.163033
AUT,Austria,F,2019,45.36911
AUT,Austria,F,2020,45.165779
AUT,Austria,F,2021,44.54076
IRL,Ireland,F,2000,
IRL,Ireland,F,2001,
IRL,Ireland,F,2002,
IRL,Ireland,F,2003,
IRL,Ireland,F,2004,
IRL,Ireland,F,2005,
IRL,Ireland,F,2006,
IRL,Ireland,F,2007,
IRL,Ireland,F,2008,
IRL,Ireland,F,2009,
IRL,Ireland,F,2010,
IRL,Ireland,F,2011,
IRL,Ireland,F,2012,
IRL,Ireland,F,2013,
IRL,Ireland,F,2014,24.206347
IRL,Ireland,F,2015,23.615202
IRL,Ireland,F,2016,21.950846
IRL,Ireland,F,2017,21.900862
IRL,Ireland,F,2018,20.836817
IRL,Ireland,F,2019,20.644873
IRL,Ireland,F,2020,19.643383
IRL,Ireland,F,2021,17.176369
KOR,Korea,F,2000,42.427238
KOR,Korea,F,2001,42.8806
KOR,Korea,F,2002,43.319469
KOR,Korea,F,2003,43.217739
KOR,Korea,F,2004,43.565762
KOR,Korea,F,2005,43.620491
KOR,Korea,F,2006,43.611935
KOR,Korea,F,2007,43.392387
KOR,Korea,F,2008,42.670452
KOR,Korea,F,2009,42.266373
KOR,Korea,F,2010,41.722027
KOR,Korea,F,2011,41.285046
KOR,Korea,F,2012,40.755405
KOR,Korea,F,2013,40.704407
KOR,Korea,F,2014,40.71471
KOR,Korea,F,2015,40.831745
KOR,Korea,F,2016,40.778442
KOR,Korea,F,2017,40.374645
KOR,Korea,F,2018,39.378452
KOR,Korea,F,2019,38.693756
KOR,Korea,F,2020,38.540112
KOR,Korea,F,2021,38.612267
BGR,Bulgaria,F,2015,48.535961
BGR,Bulgaria,F,2015,0.27214158
ROU,Romania,F,2015,45.480263
ROU,Romania,F,2021,49.244854
ROU,Romania,F,2015,0.18932617
ROU,Romania,F,2021,0.20683007
